Kecamatan,MNDWI,NDWI,BUI,NDBI,NDTI,UI,VIBI,ARVI,EVI,GNDVI,LAI,NDVI,SAVI,SIPI,residential_x,secondary_x,service_x,tertiary_x,track_x,unclassified_x,living_street_x,footway_x,path_x,motorway_x,motorway_link_x,services_x,trunk_x,trunk_link_x,primary_x,proposed_x,construction_x,secondary_link_x,primary_link_x,tertiary_link_x,pedestrian_x,raceway_x,cycleway_x,steps_x,corridor_x,road_x,residential_y,secondary_y,service_y,tertiary_y,track_y,unclassified_y,living_street_y,footway_y,path_y,motorway_y,motorway_link_y,services_y,trunk_y,trunk_link_y,primary_y,proposed_y,construction_y,secondary_link_y,primary_link_y,tertiary_link_y,pedestrian_y,raceway_y,cycleway_y,steps_y,corridor_y,road_y,sum,min,max,mean_x,median,std,CO_column_number_density,H2O_column_number_density,NO2_column_number_density,SO2_column_number_density,geo_id,rwi_weight,LST_Day_1km,mean_y,Trees_x,Grassland_x,Cropland_x,Built-up_x,Shrubland_x,Barren Sparse Vegetation_x,Open Water_x,Herbaceous Wetland_x,Mangroves_x,Trees_y,Grassland_y,Cropland_y,Built-up_y,Shrubland_y,Barren Sparse Vegetation_y,Open Water_y,Herbaceous Wetland_y,Mangroves_y,Trees_x,Crops_x,Shrub and Scrub_x,Built Area_x,Cloud_x,Water_x,Grass_x,Flooded Vegetation_x,Bare Ground_x,Trees_y,Crops_y,Shrub and Scrub_y,Built Area_y,Cloud_y,Water_y,Grass_y,Flooded Vegetation_y,Bare Ground_y
1606090,-0.000701,-0.24557966,1552.121053,-0.251567635,0.221988021,74.84323643,0.748382922,0.216077849,0.442633393,0.24557966,1.483447616,0.289821379,0.434684169,0.772954191,709,0,143,11,17,39,0,0,0,0.0,0.0,0.0,12,0,0,0.0,0,0,0,0,0,0,0,0,0,,267070.824,0.0,48425.08,43903.388,8645.411,135572.095,0.0,0.0,0.0,0.0,0.0,0.0,36576.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1353.809082,-1.5,5.855035782,0.679964381,0.487843633,0.568755351,0.029717169,3976.828324,4.35e-05,-1.07e-05,1606090,0.015386722,29.42873414,41.80170118,403.1017,13.3633,2.6656,0.0,0.0,2.8603,1.2024,0.0,0.0,0.9525,0.0316,0.0063,0.0,0.0,0.0068,0.0028,0.0,0.0,351.1473,6.9852,1.7123,24.8093,0.0,4.7009,33.4569,0.0,0.0,0.8305,0.0165,0.004,0.0587,0.0,0.0111,0.0791,0.0,0.0
1606091,-0.004381267,-0.249502524,1603.61482,-0.252466939,0.227888325,74.75330601,0.747459517,0.220301487,0.456487265,0.249502524,1.533570925,0.294531078,0.441749037,0.757141528,282,0,47,9,5,52,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,,157284.285,0.0,21333.557,37158.01,3235.963,170930.139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,958.3019409,0.140219063,5.763745308,0.455466702,0.351181626,0.385225094,0.029418534,3995.242517,4.31e-05,-1.42e-06,1606091,-0.067108122,29.03541139,40.54322451,440.377,8.3858,0.9923,0.0,0.0,0.0,0.0,0.0,0.0,0.9791,0.0186,0.0022,0.0,0.0,0.0,0.0,0.0,0.0,407.5769,0.8172,3.1249,6.946,0.0,0.0,30.7727,0.5798,0.0,0.9061,0.0018,0.0069,0.0154,0.0,0.0,0.0684,0.0013,0.0
1606092,0.005674109,-0.235127335,1576.900969,-0.246977264,0.2232914,75.30227351,0.752937075,0.211020953,0.416095194,0.235127335,1.387432413,0.280597782,0.420847682,0.734370037,463,0,110,9,5,59,0,0,0,0.0,0.0,0.0,5,0,0,2.0,0,0,0,0,0,0,0,0,0,,168594.728,0.0,80785.737,50421.367,7077.157,121385.028,0.0,0.0,0.0,0.0,0.0,0.0,36844.402,0.0,0.0,40175.821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3132.285156,0.233394429,191.4256897,1.169199386,0.529893398,6.593290924,0.029690528,3944.202412,4.35e-05,-1.67e-05,1606092,-0.02911444,29.31917419,41.48249999,513.6218,40.0249,5.9145,0.0,1.9845,0.9923,8.3703,1.9845,0.0,0.8965,0.0699,0.0103,0.0,0.0035,0.0017,0.0146,0.0035,0.0,427.8061,95.2919,20.8678,6.4827,0.0,6.8877,6.2648,9.3425,0.0,0.7467,0.1663,0.0364,0.0113,0.0,0.012,0.0109,0.0163,0.0
1606100,0.034396114,-0.225065585,1605.781621,-0.263834882,0.214230271,73.61651177,0.736065089,0.199117839,0.402147846,0.225065585,1.336970907,0.266649205,0.399927566,0.718712432,820,0,921,79,511,202,8,0,17,0.0,0.0,0.0,25,0,0,0.0,0,0,0,0,0,0,0,0,0,,356292.898,0.0,644846.384,209789.372,550296.066,517785.416,790.746,0.0,8959.063,0.0,0.0,0.0,59640.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,11837.98438,0.158105776,720.3691406,0.560431017,0.324744731,6.242627761,0.029762399,3963.861166,4.25e-05,1.72e-06,1606100,-0.065516953,29.16249187,41.8688018,4141.3553,294.4086,34.7454,2.978,13.8863,16.2024,6.3371,0.0,0.0,0.9183,0.0653,0.0077,0.0007,0.0031,0.0036,0.0014,0.0,0.0,3627.8409,630.0936,164.1806,6.9995,0.0,8.9336,59.4888,11.913,0.0,0.8045,0.1397,0.0364,0.0016,0.0,0.002,0.0132,0.0026,0.0
1606101,0.032973565,-0.216561764,1559.322785,-0.253483529,0.212933426,74.65164715,0.746344721,0.190348974,0.374985301,0.216561764,1.23869682,0.255882273,0.383777882,0.704293541,2389,0,237,8,54,470,0,0,6,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,,571134.679,0.0,100666.365,22862.851,64271.754,275040.024,0.0,0.0,175.706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1600.697876,0.152092308,1.946009278,0.329090846,0.309129059,0.1058349,0.030004886,4020.229421,4.29e-05,-5.71e-06,1606101,-0.350008893,29.54041458,41.15715911,702.9424,101.2833,179.9375,0.0,7.617,1.0315,27.6893,0.0,17.6363,0.6771,0.0976,0.1733,0.0,0.0073,0.001,0.0267,0.0,0.017,429.3137,518.9836,23.4737,30.3209,0.0,19.7687,13.2721,2.9774,0.0,0.4136,0.4999,0.0226,0.0292,0.0,0.019,0.0128,0.0029,0.0
1606102,0.003675561,-0.246273983,1596.687361,-0.25671212,0.228325633,74.32878793,0.743169621,0.21576762,0.447673995,0.246273983,1.501684515,0.289553237,0.434282143,0.769649946,692,0,227,60,100,68,4,0,0,0.0,0.0,0.0,12,0,0,0.0,0,0,0,0,0,0,0,0,0,,291472.383,0.0,176882.608,157532.025,111466.333,245553.417,396.018,0.0,0.0,0.0,0.0,0.0,36377.843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4580.256348,-1.5,98.74613953,0.94652952,0.398623258,4.010532436,0.029611107,4002.69499,4.26e-05,3.93e-06,1606102,-0.050039752,28.80817979,41.54777634,1030.7827,0.0,0.9925,0.0,0.0,1.9849,0.0,0.0,0.0,0.9971,0.0,0.001,0.0,0.0,0.0019,0.0,0.0,0.0,995.1585,15.8797,14.8439,6.9478,0.0,0.0,1.0859,0.0,0.0,0.9625,0.0154,0.0144,0.0067,0.0,0.0,0.0011,0.0,0.0
1607010,0.041466038,-0.195737076,1492.799546,-0.240623348,0.230784672,75.93766511,0.759142948,0.187495283,0.323022182,0.195737076,1.050694256,0.244611186,0.366867617,0.640845243,165,0,29,26,11,18,0,0,20,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,,73305.534,0.0,10820.82,116922.317,19213.269,81078.257,0.0,0.0,8229.653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,911.1847534,0.193939805,4.700991631,0.434311131,0.403719544,0.157661252,0.029928782,3978.034137,4.52e-05,1.78e-06,1607010,-0.244811066,29.39866136,42.27163618,260.2115,29.6109,78.4349,0.0,2.9759,0.2062,31.8712,44.2957,0.0,0.5813,0.0662,0.1752,0.0,0.0066,0.0005,0.0712,0.099,0.0,201.969,11.0671,31.9957,1.984,0.0,26.9114,5.4228,168.3652,0.0,0.4511,0.0247,0.0715,0.0044,0.0,0.0601,0.0121,0.3761,0.0
1607020,-0.020781026,-0.249282862,1567.626615,-0.236191916,0.236707934,76.38080825,0.763736333,0.225761543,0.426119925,0.249282862,1.42370189,0.298715549,0.448020205,0.732686114,566,0,79,1,10,23,0,0,0,0.0,0.0,0.0,5,0,1,2.0,0,0,0,0,0,0,0,0,0,,175073.548,0.0,41946.735,10194.046,12783.123,102069.078,0.0,0.0,0.0,0.0,0.0,0.0,28142.29,0.0,5958.318,40175.821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1113.5979,0.2017304,12.55105686,0.625616798,0.418469787,0.754749961,0.029873161,3915.455482,4.4e-05,-1.81e-05,1607020,0.039289113,29.43745654,41.86641935,342.8336,27.6376,7.9376,0.0,0.0,0.0,0.0,0.0,0.0,0.906,0.073,0.021,0.0,0.0,0.0,0.0,0.0,0.0,310.5856,35.4125,18.334,11.6214,0.0,0.0,2.8871,0.0,0.0,0.8198,0.0935,0.0484,0.0307,0.0,0.0,0.0076,0.0,0.0
1607021,-0.01831332,-0.255172191,1511.897537,-0.244669485,0.242955641,75.53305151,0.755240505,0.230511244,0.437610343,0.255172191,1.465274221,0.306539389,0.459755848,0.783944177,95,0,244,2,22,21,0,0,3,0.0,0.0,0.0,3,0,0,2.0,2,0,0,0,0,0,0,0,0,,53596.275,0.0,192656.222,17528.374,18483.002,68845.582,0.0,0.0,387.804,0.0,0.0,0.0,18712.724,0.0,0.0,40175.821,12670.263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,650.2979736,0.199421838,2.947498083,0.425031355,0.366596788,0.237260848,0.030035949,3952.291969,4.44e-05,-4.16e-06,1607021,-0.21970134,29.83764962,41.85413763,250.3585,56.1971,16.8248,0.9922,0.0,0.9922,0.0078,0.0,0.0311,0.7694,0.1727,0.0517,0.003,0.0,0.003,0.0,0.0,0.0001,226.2036,85.4455,11.4239,0.0,0.0,0.0,2.2256,0.2179,0.0,0.6949,0.2625,0.0351,0.0,0.0,0.0,0.0068,0.0007,0.0
1607030,0.000406,-0.241806633,1498.959885,-0.248146042,0.231446395,75.18539564,0.751762766,0.213143877,0.413103362,0.241806633,1.376607964,0.286349312,0.429473684,0.724843786,734,0,81,0,52,141,0,0,4,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,,185337.771,0.0,32659.258,0.0,85070.574,161023.084,0.0,0.0,501.142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,860.1489258,0.134625986,2.87962079,0.371073738,0.342759848,0.158953912,0.030080109,3959.183872,4.39e-05,-5.68e-06,1607030,-0.421586796,29.75605549,41.68863051,370.8251,99.8,12.4132,0.0,6.2154,0.0778,6.1484,0.0,0.0,0.7484,0.2014,0.0251,0.0,0.0125,0.0002,0.0124,0.0,0.0,282.0934,185.2009,16.7059,0.9924,0.0,5.3662,2.5723,2.5449,0.0,0.5693,0.3738,0.0337,0.002,0.0,0.0108,0.0052,0.0051,0.0
1607031,0.011900687,-0.233543833,1545.683941,-0.250659027,0.221211247,74.93409717,0.749284853,0.205506281,0.42083459,0.233543833,1.404579546,0.276656274,0.414937586,0.759979388,592,0,102,20,27,202,0,0,3,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,,204421.417,0.0,62350.027,34076.362,25609.959,183646.107,0.0,0.0,986.229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1297.661621,0.156575084,9.325112343,0.420091169,0.353420019,0.363071161,0.029913862,3959.003936,4.33e-05,-1.81e-05,1607031,-0.155766265,29.35264892,41.98677666,566.966,73.4619,11.0128,0.0,0.0,4.0045,4.6852,0.0,0.0,0.8589,0.1113,0.0167,0.0,0.0,0.0061,0.0071,0.0,0.0,431.0127,198.5493,8.3244,5.9543,0.0,9.3432,5.814,1.1948,0.0,0.6529,0.3007,0.0126,0.009,0.0,0.0142,0.0088,0.0018,0.0
1607032,0.030586846,-0.221062584,1489.557675,-0.255658875,0.223865829,74.43411234,0.744128176,0.194185423,0.369451318,0.221062584,1.218674869,0.261773114,0.392612454,0.718363149,970,0,105,0,27,336,0,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,,212031.227,0.0,48004.252,0.0,36968.855,121267.523,0.0,0.0,886.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,669.6207275,-1.5,1.488301277,0.32953776,0.328607976,0.189878304,0.0302992,4004.281755,4.34e-05,-1.91e-05,1607032,-0.41075664,29.93135237,41.46827683,228.9776,88.5234,75.2931,0.0,8.0058,0.0,24.0708,0.0,9.8779,0.5267,0.2036,0.1732,0.0,0.0184,0.0,0.0554,0.0,0.0227,199.5365,165.1297,33.0285,4.9619,0.0,22.9151,8.1145,0.9925,0.0,0.459,0.3799,0.076,0.0114,0.0,0.0527,0.0187,0.0023,0.0
1607040,-0.020160037,-0.254717387,1508.265575,-0.242368482,0.239365822,75.76315151,0.757468738,0.229678378,0.439053642,0.254717387,1.470496078,0.305145991,0.457666002,0.746207907,480,16,251,26,3,20,0,0,7,0.0,0.0,0.0,9,0,0,0.0,4,4,0,0,0,0,0,0,0,,128154.95,18772.523,67138.753,82740.896,1864.254,58685.174,0.0,0.0,1164.001,0.0,0.0,0.0,33465.922,0.0,0.0,0.0,108058.326,122.799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1077.692627,0.247702703,6.69213295,0.723283642,0.484731555,0.730944949,0.029907871,3980.898695,4.42e-05,-5.33e-06,1607040,0.179273388,29.4320785,41.93562317,305.7902,11.2751,0.992,0.9921,0.0,0.0,0.0,0.0895,0.0,0.9582,0.0353,0.0031,0.0031,0.0,0.0,0.0,0.0003,0.0,269.0196,33.5457,0.7003,10.9128,0.0,0.0,2.8168,2.2213,0.0,0.8427,0.1051,0.0022,0.0342,0.0,0.0,0.0088,0.007,0.0
1607041,-0.015381188,-0.241170579,1609.038787,-0.231942182,0.2353237,76.8057819,0.767934868,0.213435367,0.406390869,0.241170579,1.352322163,0.285926201,0.428838928,0.715673384,560,0,194,6,6,25,0,0,0,0.0,0.0,0.0,2,0,0,0.0,2,0,0,0,0,0,0,0,0,,178246.912,0.0,46363.082,21431.784,2771.474,64202.01,0.0,0.0,0.0,0.0,0.0,0.0,22760.339,0.0,0.0,0.0,95388.063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,756.9282227,0.252433509,4.931551456,0.731331616,0.56131351,0.546046856,0.030231716,3953.444021,4.56e-05,-5.99e-07,1607041,0.196545841,30.1551122,41.47475021,192.8555,23.0056,4.7661,0.0,0.0,0.0,0.0,0.0,0.5136,0.8721,0.104,0.0216,0.0,0.0,0.0,0.0,0.0,0.0023,151.8488,54.3724,1.0232,10.4807,0.0,0.0,3.3419,0.0,0.0,0.6869,0.246,0.0046,0.0474,0.0,0.0,0.0151,0.0,0.0
1607050,0.005941625,-0.223950124,1574.439513,-0.234301956,0.225994195,76.56980439,0.765597554,0.196663731,0.372111909,0.223950124,1.228300888,0.265527832,0.39824379,0.745149517,4654,4,1133,39,140,109,7,1,53,0.0,0.0,0.0,7,0,8,0.0,2,0,0,0,0,0,0,0,0,,696264.411,6303.499,230719.333,62185.519,55126.324,107814.547,1431.444,91.343,5273.903,0.0,0.0,0.0,12328.792,0.0,12713.454,0.0,95388.063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3408.195801,0.26384002,13.47790432,1.616791177,0.670197487,2.342991163,0.030352484,3988.4065,4.71e-05,7.65e-06,1607050,0.579791679,30.54572355,40.93869562,356.8731,56.7924,12.361,9.4266,0.9921,5.9527,6.9334,0.0,0.4436,0.7934,0.1263,0.0275,0.021,0.0022,0.0132,0.0154,0.0,0.001,215.9217,162.5554,5.2018,52.1829,0.0,10.9523,0.9921,1.9842,0.0,0.48,0.3614,0.0116,0.116,0.0,0.0243,0.0022,0.0044,0.0
1607051,0.023165358,-0.217458201,1507.092784,-0.245044655,0.225942479,75.49553446,0.754767068,0.188897748,0.359028506,0.217458201,1.180965133,0.255570422,0.383309986,0.744222404,1034,0,162,27,237,245,0,0,98,0.0,0.0,0.0,0,0,8,0.0,0,0,0,0,0,0,0,0,0,,242766.718,0.0,48337.558,15069.154,148311.252,196945.255,0.0,0.0,12982.385,0.0,0.0,0.0,0.0,0.0,24368.774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1309.7052,-1.5,2.090239525,0.347770898,0.362770826,0.322235521,0.030171888,3989.623079,4.41e-05,-2.82e-06,1607051,-0.298630625,30.06609062,41.80776517,443.9882,130.7662,140.8177,0.0,1.0858,2.9767,53.4794,0.0,32.159,0.5514,0.1624,0.1749,0.0,0.0013,0.0037,0.0664,0.0,0.0399,243.6054,449.84,26.0323,19.6737,0.0,56.0668,7.938,1.8443,0.0,0.3026,0.5588,0.0323,0.0244,0.0,0.0696,0.0099,0.0023,0.0
1607060,0.053156895,-0.20099109,1538.140631,-0.25812971,0.213090648,74.18702899,0.741676885,0.17791912,0.333279078,0.20099109,1.087803703,0.238220613,0.357287478,0.700079467,836,0,280,18,17,44,0,0,13,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,,216072.566,0.0,64599.165,28813.235,14948.414,43395.583,0.0,0.0,3906.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2070.163086,-1.5,52.38143158,2.059863767,0.843776524,4.65434786,0.030086567,3849.060736,4.61e-05,1.7e-05,1607060,0.144887065,29.37797332,41.96381829,149.6274,14.0172,27.3921,1.8245,0.0,0.0,21.405,0.0,0.0,0.6983,0.0654,0.1278,0.0085,0.0,0.0,0.0999,0.0,0.0,87.517,85.068,2.9762,15.102,0.0,20.7398,0.992,1.984,0.0,0.4082,0.3968,0.0139,0.0704,0.0,0.0967,0.0046,0.0093,0.0
1607061,0.020528712,-0.236634848,1536.506047,-0.262658626,0.224340601,73.73413718,0.737227819,0.206066646,0.398302597,0.236634848,1.323058796,0.277490044,0.416186403,0.710399783,697,0,39,35,9,134,0,0,9,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,,235449.875,0.0,34046.455,42366.604,13814.036,66823.555,0.0,0.0,179.359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,817.8692627,0.275483072,2.386954784,0.496882906,0.428923249,0.220931892,0.029872034,3919.565831,4.29e-05,1.38e-05,1607061,-0.296986708,29.60127345,43.00618515,304.0115,33.2386,13.2836,0.0,0.0,0.0,0.0,0.0,0.0,0.8673,0.0948,0.0379,0.0,0.0,0.0,0.0,0.0,0.0,203.3746,127.515,6.8869,7.672,0.0,2.486,2.8949,0.0,0.0,0.5797,0.3635,0.0196,0.0219,0.0,0.0071,0.0083,0.0,0.0
1607070,0.053044508,-0.202961044,1544.465957,-0.259103776,0.211744938,74.08962233,0.740792039,0.182471022,0.332662151,0.202961044,1.085571663,0.243760301,0.365593997,0.712891069,927,25,302,5,111,36,10,7,27,0.0,0.0,0.0,0,0,2,0.0,0,2,0,0,0,0,0,0,0,,230350.185,70243.081,77899.284,5077.779,46709.085,61796.198,2587.329,968.764,6256.018,0.0,0.0,0.0,0.0,0.0,5810.598,0.0,0.0,76.842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1978.323364,0.301888138,62.3361702,0.921007153,0.50365591,2.65172727,0.029756283,3927.678158,4.48e-05,1.4e-05,1607070,0.302945117,29.73921923,42.25144161,257.0323,115.3794,59.581,3.3337,11.5608,3.9674,0.5252,8.2461,0.0,0.5592,0.251,0.1296,0.0073,0.0252,0.0086,0.0011,0.0179,0.0,272.0787,88.0654,45.8299,9.9426,0.0,3.672,8.76,30.9388,0.0,0.5924,0.1917,0.0998,0.0216,0.0,0.008,0.0191,0.0674,0.0
1607080,0.057518217,-0.195895608,1630.326585,-0.255129376,0.210165508,74.48706236,0.744626559,0.175452468,0.338558458,0.195895608,1.106904501,0.23706097,0.355547555,0.631736294,893,0,31,39,14,214,0,0,573,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,,200194.344,0.0,16436.124,46421.433,5716.013,156383.246,0.0,0.0,29810.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1898.116211,0.239763573,11.66094685,0.419195276,0.383150071,0.251180138,0.029662172,3930.090238,4.28e-05,2.15e-05,1607080,-0.447953193,29.34359217,42.92999752,475.839,318.6344,83.3744,0.0,84.1457,0.6225,1.8016,1.7623,0.0,0.4925,0.3298,0.0863,0.0,0.0871,0.0006,0.0019,0.0018,0.0,771.4615,85.6036,30.9669,19.7948,0.0,12.9923,37.4426,7.8132,0.0,0.7986,0.0886,0.0321,0.0205,0.0,0.0134,0.0388,0.0081,0.0
1607081,0.097670888,-0.16394998,1569.042194,-0.260164526,0.187888326,73.98354741,0.739338756,0.147384764,0.250386142,0.16394998,0.787897063,0.194951652,0.292387459,0.508318374,1112,0,12,0,23,258,0,0,166,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,,253395.422,0.0,3619.364,0.0,26911.795,216517.594,0.0,0.0,10153.054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1203.821411,-1.5,1.327956796,0.361833908,0.346024126,0.111030721,0.029711164,4005.18528,4.28e-05,-6.48e-07,1607081,-0.417118199,30.10922573,44.36272184,128.0088,43.0132,281.7919,0.1985,7.9395,16.8715,37.9119,4.9623,190.8642,0.1799,0.0604,0.396,0.0003,0.0112,0.0237,0.0533,0.007,0.2682,233.1702,359.4639,45.013,26.6975,0.0,33.8563,7.6086,6.0092,0.0,0.3276,0.505,0.0632,0.0375,0.0,0.0476,0.0107,0.0084,0.0
1607090,0.09454299,-0.154372278,1614.931013,-0.250358867,0.196214603,74.96411308,0.749488125,0.135744182,0.235967163,0.154372278,0.735729198,0.181825025,0.272701722,0.640133928,531,0,1,0,38,66,0,0,12,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,,173527.125,0.0,39.49,0.0,31612.68,35112.55,0.0,0.0,944.722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,646.1888428,0.152962491,3.92404747,0.42096993,0.358809292,0.274774301,0.02960137,4016.185972,4.36e-05,-2.42e-06,1607090,-0.248505397,29.48703001,44.16878434,152.0813,12.0185,73.4299,0.9924,0.9923,1.9849,49.5999,0.0,36.4996,0.4642,0.0367,0.2241,0.003,0.003,0.0061,0.1514,0.0,0.1114,151.7862,75.436,37.8321,8.9316,0.0,45.3619,8.3482,0.0,0.0,0.4632,0.2302,0.1154,0.0273,0.0,0.1384,0.0255,0.0,0.0
1607091,0.035378035,-0.17329606,1610.091326,-0.209041358,0.199833577,79.09586424,0.790804865,0.148184179,0.263900497,0.17329606,0.836791998,0.202205608,0.303267973,0.633431288,970,0,11,0,49,127,0,0,568,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,,218845.925,0.0,4209.955,0.0,24236.245,122747.36,0.0,0.0,36369.612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,676.4558716,-1.5,1.224115372,0.416536867,0.387013793,0.128513014,0.02970629,4037.121142,4.34e-05,-3.3e-06,1607091,-0.42953907,30.06088471,43.93072045,106.1952,7.3313,181.3025,0.0,0.9924,0.0,27.7524,0.0,22.4529,0.3069,0.0212,0.524,0.0,0.0029,0.0,0.0802,0.0,0.0649,79.9133,191.6047,29.2372,19.8455,0.0,18.8725,5.6236,0.7666,0.0,0.2311,0.554,0.0845,0.0574,0.0,0.0546,0.0163,0.0022,0.0
1607100,0.129977629,-0.195679169,1481.009259,-0.327959015,0.200155189,67.20409852,0.67182208,0.187501393,0.338723652,0.195679169,1.107502174,0.240851182,0.361232563,0.637740735,260,0,125,1,127,48,0,3,39,0.0,0.0,0.0,0,0,10,0.0,0,0,0,0,0,0,0,0,0,,68302.638,0.0,47317.487,1526.214,97419.2,86416.695,0.0,87.308,8371.874,0.0,0.0,0.0,0.0,0.0,22998.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4762.848633,-1.5,1.876318216,0.271495675,0.30126524,0.268958054,0.030216261,3989.047549,4.22e-05,1.33e-05,1607100,-0.240087355,28.53551183,43.51123961,1191.5666,493.0391,114.4399,0.0,200.9967,50.8584,277.717,29.4814,1388.1837,0.3181,0.1316,0.0305,0.0,0.0537,0.0136,0.0741,0.0079,0.3705,2765.0265,471.0993,112.7405,2.133,0.0,307.7662,81.0398,5.9561,0.9925,0.738,0.1257,0.0301,0.0006,0.0,0.0821,0.0216,0.0016,0.0003
1607101,0.067354459,-0.179765441,1593.566233,-0.247454914,0.198476973,75.25450871,0.752448707,0.153529086,0.269915192,0.179765441,0.858553165,0.209450925,0.314134293,0.662013586,1023,0,6,0,11,51,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,,168149.938,0.0,532.299,0.0,12332.456,9822.262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,264.5388489,0.235150218,0.943644881,0.397205479,0.378165483,0.083434662,0.030104437,4062.102756,4.19e-05,1.1e-06,1607101,-0.569819622,31.18893891,42.78086265,34.829,7.6292,90.5291,0.0,0.035,0.7045,0.0,0.0,7.3916,0.2468,0.0541,0.6415,0.0,0.0002,0.005,0.0,0.0,0.0524,29.7651,103.0509,2.9466,3.9702,0.0,0.0,1.3429,0.0,0.0,0.211,0.7305,0.0209,0.0281,0.0,0.0,0.0095,0.0,0.0
1607110,0.025597964,-0.179692953,1547.855486,-0.206108264,0.206699643,79.38917344,0.79380674,0.151747701,0.275927526,0.179692953,0.880305788,0.208445062,0.312627222,0.680892451,1441,0,39,0,12,196,0,0,210,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,,242805.32,0.0,29659.467,0.0,7627.52,177243.149,0.0,0.0,30227.142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,796.5617065,-1.5,1.593846798,0.456220909,0.437138021,0.156639297,0.029849472,4020.438584,4.38e-05,-3.45e-06,1607110,-0.338953342,30.4442324,43.17490932,97.0667,2.4746,254.0824,0.9922,0.0,0.0,17.7272,0.0,0.0,0.2607,0.0066,0.6824,0.0027,0.0,0.0,0.0476,0.0,0.0,46.8348,285.4804,10.1834,17.8604,0.0,11.9335,0.0,0.1401,0.0,0.1258,0.7665,0.0273,0.048,0.0,0.032,0.0,0.0004,0.0
