idkec;nmkec;residential;secondary;service;tertiary;track;unclassified;living_street;footway;path;motorway;motorway_link;services;trunk;trunk_link;primary;proposed;construction;secondary_link;primary_link;tertiary_link;pedestrian;raceway;cycleway;steps;corridor
1609090;SEMENDAWAI SUKU III;166513.303;38842.087;5132.21;50558.703;3076.077;75377.093;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1609091;SEMENDAWAI TIMUR;170293.819;38842.087;2276.213;0;7822.892;151063.847;0;0;825.348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1609100;CEMPAKA;91302.707;36671.069;46224.25;20186.151;233991.184;64249.346;0;0;483.104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1609101;SEMENDAWAI BARAT;61035.765;44440.802;14672.106;28600.471;25876.417;138728.6;0;0;445.83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1610010;MUARA KUANG;32420.84;0;864.023;49844.561;38338.653;76709.62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1610011;RAMBANG KUANG;56215.686;0;68539.91;63193.514;46564.991;392263.738;0;0;0;0;0;0;0;0;0;0;90044.489;0;0;0;0;0;0;0;0
1610012;LUBUK KELIAT;56248.986;0;14501.823;59938.375;18001.524;97537.968;0;0;953.201;0;0;0;0;0;0;0;0;0;0;14.267;0;0;0;0;0
1610020;TANJUNG BATU;92788.1;0;10002.238;67905.566;106354.243;51066.767;0;0;0;0;0;0;0;0;0;0;53230.961;0;0;0;0;0;0;0;0
1610021;PAYARAMAN;51104.747;0;2630.985;81649.881;12966.493;30526.013;0;0;0;0;0;0;0;0;0;0;99782.599;0;0;0;0;0;0;0;0
1610030;RANTAU ALAI;29129.899;0;4737.418;12254.087;19955.745;35209.016;0;0;2973.293;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1610031;KANDIS;14001.76;0;504.334;0;8836.672;41094.834;0;0;4039.683;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1610040;TANJUNG RAJA;54241.209;0;4480.663;17356.372;9350.836;53907.238;0;0;439.869;0;0;0;11140.475;0;0;0;0;0;0;0;0;0;0;0;0
1610041;RANTAU PANJANG;50114.826;0;304.633;0;1648.147;51928.481;0;0;649.323;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1610042;SUNGAI PINANG;25095.817;0;222.631;0;0;50275.741;0;0;4202.778;0;0;0;12035.717;0;0;0;0;0;0;0;0;0;0;0;0
1610050;PEMULUTAN;60107.845;0;15606.877;22054.701;12474.153;83553.972;0;0;10286.658;41560.032;11065.806;0;20285.722;0;12019.664;0;4276.348;0;21.415;0;0;0;0;0;0
1610051;PEMULUTAN SELATAN;32345.465;0;496.565;0;5863.14;79114.085;257.785;0;19262.785;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1610052;PEMULUTAN BARAT;12339.281;0;2417.337;15913.636;44626.096;36388.67;0;0;729.846;20930.312;7008.092;0;4877.801;0;0;0;2975.431;0;0;0;0;0;0;0;0
1610060;INDRALAYA;90323.133;0;31093.519;52459.07;20203.367;70894.693;0;180.301;612.827;12936.458;85.161;0;12256.163;134.964;5303.744;0;74016.428;0;0;0;0;0;0;0;0
1610061;INDRALAYA UTARA;206332.093;0;47864.803;8140.524;718662.504;104202.207;0;180.301;8338.426;6753.574;6289.825;0;30946.536;58.101;36806.632;0;115309.044;0;0;0;0;0;0;0;0
1610062;INDRALAYA SELATAN;33669.884;0;1169.916;7665.809;6933.195;12983.704;15.277;0;62.11;0;0;0;14573.951;0;0;0;0;0;0;0;0;0;0;0;0
1611010;MUARA PINANG;19448.592;0;4159.684;0;2533.009;59552.443;0;0;0;0;0;0;0;0;21551.437;0;0;0;0;0;0;0;0;0;0
1611020;LINTANG KANAN;25301.482;0;26755.989;0;16332.299;54998.417;2663.128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1611030;PENDOPO;35975.339;24959.358;41192.538;0;17799.194;38002.588;0;0;0;0;0;0;0;0;17573.588;0;0;0;0;0;0;0;0;0;0
1611031;PENDOPO BARAT;15396.392;15181.613;14043.168;0;1747.641;66468.092;0;0;0;0;0;0;0;0;18056.774;0;0;0;0;0;0;0;0;0;0
1611040;PASEMAH AIR KERUH;21651.895;0;2474.431;0;4852.063;74610.204;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1611050;ULU MUSI;39154.118;0;9491.77;0;12881.19;139553.333;0;0;549.204;0;0;0;0;0;19499.039;0;0;0;0;0;0;0;0;0;0
1611051;SIKAP DALAM;19661.142;0;1310.811;0;15413.027;103804.896;0;0;264.909;0;0;0;0;0;20730.678;0;0;0;0;0;0;0;0;0;0
1611060;TALANG PADANG;11021.75;36157.456;26826.462;0;552.752;59687.131;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1611070;TEBING TINGGI;67140.293;42107.04;16827.663;9228.093;8120.91;89476.076;0;0;713.521;0;0;0;17931.744;0;0;0;0;0;0;0;0;0;0;0;0
1611071;SALING;10993.198;0;1290.574;12725.496;5312.022;9746.951;282.357;0;238.763;0;0;0;31736.203;0;0;0;0;0;0;0;0;0;0;0;0
1612010;TALANG UBI;155461.331;34363.715;184826.401;67668.176;31563.492;278518.33;0;0;0;0;0;0;0;0;48591.51;0;0;0;0;0;0;0;0;0;0
1612020;TANAH ABANG;51368.265;0;3754.57;103405.306;4163.166;22102.469;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1612030;ABAB;21468.412;0;175704.141;60096.047;0;65490.346;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1612040;PENUKAL;24121.186;76487.785;55866.953;73862.908;12544.693;93834.891;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1612050;PENUKAL UTARA;3825.886;31984.392;134380.621;33919.211;10144.598;69205.321;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1613010;ULU RAWAS;7924.348;23663.189;324.911;17222.04;388.004;173.828;1285.204;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1613020;KARANG JAYA;23614.708;0;33942.515;38201.977;5597.247;83668.516;0;0;0;0;0;0;32476.765;0;0;0;0;0;0;0;0;0;0;0;0
1613030;RAWAS ULU;47510.909;46390.442;11223.496;12358.065;60260.408;6480.968;2902.995;0;0;0;0;0;24770.744;0;0;0;0;0;0;0;0;0;0;0;0
1613040;RUPIT;61814.176;5541.385;59826.481;33653.09;4258.051;24454.028;0;0;117.757;0;0;0;56359.181;40.335;0;0;0;0;0;0;0;0;0;0;0
1613050;KARANG DAPO;36770;21648.255;76089.907;35307.399;52274.333;58530.478;259.425;0;1910.105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1613060;RAWAS ILIR;30473.527;19383.541;126765.122;109377.113;172268.315;115213.525;2683.561;0;41385.407;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1613070;NIBUNG;71489.372;30097.986;56154.753;53628.189;227055.236;33474.852;1237.248;0;5286.228;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1671010;ILIR BARAT II;65017.842;867.392;6232.625;9390.46;0;2459.541;288.787;264.52;954.038;0;0;0;0;0;111.535;0;0;0;0;0;0;0;0;9.227;0
1671011;GANDUS;144307.372;0;20175.612;40568.664;9919.153;41799.896;1927.792;921.284;2892.262;0;0;0;10960.113;0;0;0;95388.063;0;186.039;0;0;0;0;0;0
1671020;SEBERANG ULU I;66883.257;0;6280.65;7093.136;821.237;3104.012;1273.711;986.677;759.189;0;0;0;0;83.706;8580.647;0;47.586;0;225.429;0;0;0;0;12.417;0
1671021;KERTAPATI;139763.266;0;36897.037;2816.969;8422.045;21330.267;363.973;333.023;4273.098;0;1913.542;0;26813.019;1064.387;8077.664;0;95660.293;0;17.481;0;0;0;0;0;0
1671022;JAKABARING;162182.836;5666.833;59292.847;12109.141;4520.942;3696.458;925.35;1177.27;2347.896;0;0;0;0;0;19574.006;0;0;0;415.124;0;574.792;0;0;0;0
1671030;SEBERANG ULU II;141375.731;7665.32;6242.505;7642.734;659.059;3670.821;3533.519;206.969;380.851;0;0;0;0;0;0;0;0;31.108;0;0;0;0;0;0;0
1671031;PLAJU;157505.445;4720.274;44098.227;9890.111;3781.829;7977.839;2523.866;349.201;525.686;0;0;0;0;0;1899.882;0;0;6.005;18.179;0;210.62;0;0;0;0
1671040;ILIR BARAT I;361635.014;5151.646;43339.387;16315.167;145.795;20566.91;2815.158;825.891;5556.771;0;0;0;19641.435;369.918;14504.084;0;0;64.552;476.151;0;0;0;0;0;0
1671041;BUKIT KECIL;34368.457;4592.684;10672.676;7416.835;0;1988.173;852.794;1129.811;303.516;0;0;0;0;0;10701.252;0;31.135;10.678;240.171;0;1175.009;0;0;27.51;0
1671050;ILIR TIMUR I;85567.521;3558.652;14533.251;12433.034;86.128;7883.945;4878.391;352.239;364.132;0;0;0;0;0;20726.898;0;0;12.539;326.084;12.186;0;0;0;65.027;0
1671051;KEMUNING;130470.531;0;16093.738;9615.966;0;4500.73;3704.41;410.952;918.786;0;0;0;0;0;12358.01;0;0;0;395.787;0;197.821;0;0;64.797;0
1671060;ILIR TIMUR II;110603.837;0;13556.466;5200.988;443.114;5900.58;787.574;744.445;1536.959;0;0;0;0;0;11279.443;0;0;0;223.842;10.019;0;0;0;0;0
1671061;KALIDONI;330993.592;3054.806;40513.87;15682.965;3899.667;15713.458;1572.939;0;3047.619;0;0;307.882;0;0;9780.69;0;0;182.222;97.73;40.379;0;0;0;0;0
1671062;ILIR TIMUR TIGA;113529.812;5389.966;30782.959;14357.044;0;5274.556;1492.063;150.482;1254.373;0;0;0;0;0;8264.373;0;0;258.623;50.985;84.83;0;0;0;13.048;0
1671070;SAKO;312585.227;3897.927;14841.661;24465.357;3588.568;15748.166;602.285;0;2521.246;0;0;0;0;0;0;0;0;226.358;0;34.112;0;0;0;0;0
1671071;SEMATANG BORANG;215433.544;0;4649.741;12760.995;3843.55;17939.77;433.643;0;5464.01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1671080;SUKARAMI;663468.984;0;72458.2;44076.075;27324.835;50164.613;1483.123;859.571;5474.391;0;0;0;7963.647;66.428;23619.905;0;0;0;652.872;165.478;0;0;0;0;285.938
1671081;ALANG ALANG LEBAR;363676.988;0;54621.371;31817.874;12121.334;32053.846;1571.385;310.289;5852.866;0;0;0;21440.247;215.567;16803.121;0;0;0;235.98;161.339;0;0;0;0;0
1672010;RAMBANG KAPAK TENGAH;43764.826;15868.62;32149.1;15621.869;4137.507;83450.792;0;0;0;0;0;0;0;0;13989.735;0;43492.851;15.999;0;0;0;0;0;0;0
1672020;PRABUMULIH TIMUR;274742.241;25163.156;24418.681;57849.603;0;67879;0;796.1;0;0;0;0;0;0;18833.463;0;0;116.127;113.466;0;81.861;0;0;0;0
1672021;PRABUMULIH SELATAN;53166.661;35352.935;23737.178;27731.442;1877.733;34311.624;0;0;0;0;0;0;0;0;7164.661;0;0;16.053;0;0;0;0;0;0;0
1672030;PRABUMULIH BARAT;82300.618;15973.302;18575.357;51366.706;9995.486;21488.288;0;0;0;0;0;0;0;0;26470.422;0;0;0;7.895;0;0;0;0;0;0
1672031;PRABUMULIH UTARA;66272.809;0;3095.427;17014.359;0;13181.909;0;0;454.538;0;0;0;0;0;6359.722;0;0;0;0;0;75.536;0;0;0;0
1672040;CAMBAI;61206.718;2037.952;18398.521;20192.765;3497.836;69480.919;0;0;236.663;0;0;0;0;0;17795.573;0;0;15.756;0;0;0;0;0;0;0
1673010;DEMPO SELATAN;25453.2;0;7172.33;21208.945;22477.01;51159.005;0;16002.518;0;0;0;0;0;0;18765.499;0;0;0;0;33.784;0;0;0;0;0
1673011;DEMPO TENGAH;32670.258;22427.983;3754.175;0;3228.705;84068.907;0;0;116.164;0;0;0;0;0;7452.502;0;0;0;0;0;0;0;0;0;0
1673020;DEMPO UTARA;63529.425;25307.616;17835.234;26367.632;1350.994;48646.67;0;0;0;0;0;0;0;0;8756.69;0;0;22.322;0;0;0;0;0;0;0
1673030;PAGAR ALAM SELATAN;14489.926;5021.214;33133.744;19794.727;7201.321;12412.111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1673040;PAGAR ALAM UTARA;98466.538;20843.397;7360.806;32366.74;8630.706;24081.657;0;0;243.321;0;0;0;0;0;4648.98;0;0;61.584;0;59.529;0;0;0;0;0
1674011;LUBUK LINGGAU BARAT I;86078.809;0;6351.733;6702.376;1223.86;4095.796;279.146;0;143.733;0;0;0;0;0;6686.93;0;0;0;0;0;0;0;0;0;0
1674012;LUBUK LINGGAU BARAT II;37845.988;0;1194.35;798.471;0;4389.929;0;0;0;0;0;0;0;0;8746.079;0;0;0;0;0;0;0;0;0;0
1674021;LUBUK LINGGAU SELATAN I;51132.16;0;12895.884;0;0;47513.821;508.18;14.515;108.571;0;0;0;7433.384;0;0;0;0;0;0;0;0;0;0;0;0
1674022;LUBUK LINGGAU SELATAN II;84132.741;12057.983;7339.733;9969.998;229.049;6414.489;1252.527;297.444;193.258;0;0;0;13375.983;7.447;0;0;0;0;0;0;0;0;0;0;0
1674031;LUBUK LINGGAU TIMUR I;103795.141;0;12435.475;6615.459;0;5579.57;429.811;0;253.135;0;0;0;7354.914;0;0;0;0;0;0;0;0;0;0;0;0
1674032;LUBUK LINGGAU TIMUR II;55632.156;0;3688.911;5901.926;0;7513.544;355.88;0;0;0;0;0;8169.852;0;2052.774;0;0;0;8.251;0;0;0;0;0;0
1674041;LUBUK LINGGAU UTARA I;48613.09;0;17869.161;5323.489;1482.396;35137.278;0;0;0;0;0;0;11285.231;0;0;0;0;0;0;0;0;0;0;0;0
1674042;LUBUK LINGGAU UTARA II;79521.542;0;15860.68;18366.566;0;16399.112;314.19;0;0;0;0;0;14142.022;21.761;0;0;0;0;0;0;0;0;0;0;0
